month,reward,gross_return,net_return,spread_cost,impact_cost,sweep_loss,benchmark_ret,active_return,portfolio_value,n_active,cash_weight,turnover,rf_earned
202202,-0.011185098439455032,-0.009843303821980953,-0.042546097189188004,0.011079615913331509,0.0006141266880446426,-0.02100905030965805,-0.031361,-0.011185098439455032,8811373.0,725,0.0016192823,0.09613726288080215,0.0
202203,-0.03764033690094948,0.029011717066168785,-0.0018673352897167206,0.01282869465649128,0.0004261956064947148,-0.017624162137508392,0.035773,-0.03764033690094948,8794919.0,725,0.0015676034,0.07633598893880844,0.0
202204,-0.016928143799304962,-0.06774519383907318,-0.10488514602184296,0.007210141513496637,0.00019285921869799166,-0.029736947268247604,-0.087957,-0.016928143799304962,7872462.5,725,0.0017795777,0.06819339096546173,0.0
202205,-0.02715236321091652,0.005026525251677493,-0.0270993635058403,0.012921822257339954,0.00036390667610011946,-0.018840160220861435,5.3e-05,-0.02715236321091652,7659123.5,725,0.0016655668,0.07649865001440048,4.996701e-09
202206,-0.05053022503852844,-0.08062409293804504,-0.13445022702217102,0.011765878647565842,0.00034844979358273037,-0.04171180725097656,-0.08392,-0.05053022503852844,6629353.0,725,0.0019230729,0.07347660511732101,1.1538438e-08
202207,-0.02093506481123232,0.08315470680311322,0.07018093518876768,0.01236045267432928,0.0006133189400162613,0.0,0.091116,-0.02093506481123232,7094607.0,725,0.0015645655,0.1108260303735733,1.2516524e-08
202208,-0.0021898746490478516,-0.02746808251575718,-0.04462987557053566,0.007114151492714882,0.00043966030025406735,-0.009607982821762562,-0.04244,-0.0021898746490478516,6777975.5,725,0.0017629613,0.06610868126153946,3.3496264e-08
202209,-0.05091632157564163,-0.08954897058888432,-0.14431232213974,0.0034647954162210226,0.0001541425516188041,-0.05114441365003586,-0.093396,-0.05091632157564163,5799830.0,725,0.0019911104,0.07557234168052673,3.7831096e-08
202210,-0.009115464985370636,0.0892758039522454,0.07074853777885437,0.003444257192313671,0.00037625602718860103,-0.014706756919622421,0.079864,-0.009115464985370636,6210159.5,725,0.0016570416,0.07640599459409714,3.8111956e-08
202211,0.005055740475654602,0.07818984148902679,0.058808740228414536,0.009417133405804634,0.00034570991537444235,-0.00961825717240572,0.053753,0.005055740475654602,6575371.0,725,0.0016388146,0.09597896039485931,4.7525624e-08
202212,-0.016239099204540253,-0.04391504106588382,-0.07521110028028488,0.011612159200012684,0.00041296870805941475,-0.01927093043923378,-0.058972,-0.016239099204540253,6080830.0,725,0.0018805148,0.06790874898433685,6.205699e-08
202301,0.00720935809252117,0.07987488106304372,0.06896235809252117,0.009958871640264988,0.0009536513302575514,0.0,0.061753,0.00720935809252117,6500178.0,725,0.0015890173,0.11075793206691742,5.5615608e-08
202302,-0.02383842132985592,-0.029681871127614053,-0.04995042085647583,0.003080716822296381,0.00013382011767711633,-0.017054013907909393,-0.026112,-0.02383842132985592,6175491.5,725,0.001794223,0.07115010917186737,6.100358e-08
202303,-0.04528770595788956,0.008759199605199974,-0.01023570355027914,0.0005594103713519871,8.218104794725651e-05,-0.018353311344981194,0.035052,-0.04528770595788956,6112281.0,725,0.0017429488,0.05308256298303604,6.274616e-08
202304,-0.03075788915157318,0.0010249008710862836,-0.016115888953208923,0.005759926047176123,0.00016261973771682764,-0.011218245141208172,0.014642,-0.03075788915157318,6013776.0,725,0.0017659217,0.06683903932571411,6.180726e-08
202305,-0.06218387559056282,-0.01959418897547992,-0.05970187485218048,0.010024088434875011,0.0004056119854575539,-0.02967798337340355,0.002482,-0.06218387559056282,5654742.5,725,0.0018416136,0.058614861220121384,6.629809e-08
202306,-0.01828189194202423,0.07299141881599557,0.04644610732793808,0.02268192544579506,0.0006212376101011698,-0.003242150414735079,0.064728,-0.01828189194202423,5917383.0,725,0.0016313212,0.09948313236236572,6.525284e-08
202307,-0.0008182687076078374,0.03954308716896805,0.030320731292392163,0.008690480142831802,0.0005318757337440898,0.0,0.031139,-0.0008182687076078374,6096802.5,725,0.0016434141,0.07207875698804855,7.3953636e-08
202308,-0.033860474824905396,-0.02807050720104191,-0.05157647281885147,-0.0009557301527820528,0.00011701994774914381,-0.0243446733802557,-0.017716,-0.033860474824905396,5782351.0,725,0.00179722,0.05552133917808533,8.08749e-08
202309,-0.01745443418622017,-0.04386874798696896,-0.06617343425750732,0.0008815555484034121,0.0001098608827541332,-0.021313268691301346,-0.048719,-0.01745443418622017,5399713.0,725,0.0018693533,0.05627531558275223,8.038219e-08
202310,-0.05031432956457138,-0.0363864249526835,-0.07229433208703995,0.0021528922952711582,8.312744150679131e-05,-0.03367188572883606,-0.02198,-0.05031432956457138,5009344.0,725,0.0019269517,0.054829057306051254,9.056673e-08
202311,-0.0005171820521354675,0.10245348914215527,0.08866181969642639,0.01328894030302763,0.0005027320184149697,0.0,0.089179,-0.0005171820521354675,5453481.5,725,0.0016187069,0.10685092955827713,7.1223106e-08
202312,0.0025855116546154022,0.06848449272497581,0.046814512461423874,0.01969529688358307,0.0004568951650295005,-0.0015177868772298098,0.044229,0.0025855116546154022,5708784.0,725,0.001624427,0.10003191977739334,6.9850365e-08
202401,-0.043230459094047546,-0.005357538680952275,-0.027334460988640785,0.006779074668884277,0.00018503248571551212,-0.015012815594673157,0.015896,-0.043230459094047546,5552737.5,725,0.001756108,0.05999581515789032,8.253708e-08
202402,-0.022529395297169685,0.04197406188067398,0.029191603884100914,0.0027231217827647924,0.00025782658571292213,-0.009801508858799934,0.051721,-0.022529395297169685,5714831.0,725,0.0016549819,0.07014172524213791,6.950924e-08
202403,0.0014487337321043015,0.04180511393428676,0.032467734068632126,0.008962787687778473,0.00037459094739843656,0.0,0.031019,0.0014487337321043015,5900378.5,725,0.0016484401,0.0660499706864357,7.0882926e-08
202404,-0.03367149084806442,-0.04483068993456801,-0.07528649270534515,0.0005771027063019574,7.930400192771793e-05,-0.029799392446875572,-0.041615,-0.03367149084806442,5456159.5,725,0.0018509607,0.0512176975607872,8.699515e-08
202405,-0.033757660537958145,0.027383687071817927,0.014263340272009373,0.0012469204375520349,0.0002772279715889112,-0.011596198193728924,0.048021,-0.033757660537958145,5533983.0,725,0.0017328152,0.06226389855146408,7.624387e-08
202406,-0.039238400757312775,0.0018902416438082,-0.004568401724100113,-0.001148152514360845,8.346564096648537e-05,-0.007523329928517342,0.03467,-0.039238400757312775,5508701.5,725,0.0017800871,0.058312349021434784,7.298357e-08
202407,0.019906427711248398,0.042120346566492224,0.03122742846608162,0.006148158106952906,8.617615175525345e-05,-0.004658583551645279,0.011321,0.019906427711248398,5680724.5,725,0.001703031,0.06575208902359009,7.66364e-08
202408,-0.00953578483313322,0.02995842087629065,0.013299214653670788,0.007063697092235088,0.00020167470384483273,-0.009393834508955479,0.022835,-0.00953578483313322,5756273.5,725,0.0017233223,0.06810583919286728,8.2719474e-08
202409,-0.009262816049158573,0.021719866586388088,0.010934184305369854,0.007416611071676016,0.0001835148017099066,-0.003185556037351489,0.020197,-0.009262816049158573,5819214.0,725,0.0017129481,0.06489107012748718,6.851792e-08
202410,-0.02080734819173813,-0.012081567374153179,-0.030704347416758537,0.005272869952023029,5.821806572583692e-05,-0.013291692361235619,-0.009897,-0.02080734819173813,5640539.0,725,0.0017842344,0.05181819573044777,6.958514e-08
202411,-0.005223944783210754,0.06330070940321311,0.05207705497741699,0.0035413934383541346,0.0001318008953254019,-0.007550460752099752,0.057301,-0.005223944783210754,5934281.5,725,0.001646173,0.07168710231781006,6.584692e-08
